headword;pronunciation;POS;accent;schAccent;schGraph;nbSyll;page
['slippery'];['sli(pry('];['/adj/'];['sli@ppery'];['100'];['CCV1CCVCV'];['3'];['sleight-slopeness']
['slippy'];['sli(ppy('];['/adj/'];['sli@ppy'];['10'];['CCV1CCV'];['2'];['sleight-slopeness']
['slipshod'];['sli(psho(d'];['/adj/'];['sli@pshod'];['10'];['CCV1CCCVC'];['2'];['sleight-slopeness']
['slipslop'];['sli(pslo(p'];['/n/'];['sli@pslop'];['10'];['CCV1CCCVC'];['2'];['sleight-slopeness']
['slit'];['sli(t'];['/adj/n/v/'];['slit'];['0'];['CCVC'];['1'];['sleight-slopeness']
['slive'];['sli)v'];['/v/'];['slive'];['0'];['CCVCV'];['1'];['sleight-slopeness']
['sliver'];['sli)vi(r'];['/n/v/'];['sli@ver'];['10'];['CCV1CVC'];['2'];['sleight-slopeness']
['sloats'];['slo)ts'];['/n/'];['sloats'];['0'];['CCVVCC'];['1'];['sleight-slopeness']
['sloe'];['slo)'];['/n/'];['sloe'];['0'];['CCVV'];['1'];['sleight-slopeness']
['sloop'];['sloop'];['/n/'];['sloop'];['0'];['CCVVC'];['1'];['sleight-slopeness']
['slope'];['slo)p'];['/n/v/'];['slope'];['0'];['CCVCV'];['1'];['sleight-slopeness']
['slopeness'];['slo)pni(ss'];['/n/'];['slo@peness'];['100'];['CCV1CVCVCC'];['3'];['sleight-slopeness']
['slopewise'];['slo)pwi)z'];['/adj/'];['slo@pewise'];['100'];['CCV1CVCVCV'];['3'];['slopewise-sluttishly']
['slopingly'];['slo)pi(ngly('];['/adv/'];['slo@pingly'];['100'];['CCV1CVCCCV'];['3'];['slopewise-sluttishly']
['sloppy'];['slo(ppy('];['/adj/'];['slo@ppy'];['10'];['CCV1CCV'];['2'];['slopewise-sluttishly']
['slot'];['slo(t'];['/n/'];['slot'];['0'];['CCVC'];['1'];['slopewise-sluttishly']
['sloth'];['slo)th'];['/n/'];['sloth'];['0'];['CCVCC'];['1'];['slopewise-sluttishly']
['slothful'];['slo)thfoo(l'];['/adj/'];['slo@thful'];['10'];['CCV1CCCVC'];['2'];['slopewise-sluttishly']
['slothfully'];['slo)thfoo(ly('];['/adv/'];['slo@thfully'];['100'];['CCV1CCCVCCV'];['3'];['slopewise-sluttishly']
['slothfulness'];['slo)thfoo(lni(ss'];['/n/'];['slo@thfulness'];['100'];['CCV1CCCVCCVCC'];['3'];['slopewise-sluttishly']
['slouch'];['slou*tsh'];['/n/v/'];['slouch'];['0'];['CCVVCC'];['1'];['slopewise-sluttishly']
['sloven'];['slu(vi(n'];['/n/'];['slo@ven'];['10'];['CCV1CVC'];['2'];['slopewise-sluttishly']
['slovenliness'];['slu(vi(nli(ni(ss'];['/n/'];['slo@venliness'];['1000'];['CCV1CVCCVCVCC'];['4'];['slopewise-sluttishly']
['slovenly'];['slu(vi(nly('];['/a/'];['slo@venly'];['100'];['CCV1CVCCV'];['3'];['slopewise-sluttishly']
['slovenry'];['slu(vi(nry('];['/n/'];['slo@venry'];['100'];['CCV1CVCCV'];['3'];['slopewise-sluttishly']
['slough'];['slu(f'];['/n/'];['slough'];['0'];['CCVVCC'];['1'];['slopewise-sluttishly']
['sloughy'];['slu(fy('];['/adj/'];['slo@ughy'];['10'];['CCV1VCCV'];['2'];['slopewise-sluttishly']
['slow'];['slo)'];['/a/'];['slow'];['0'];['CCVC'];['1'];['slopewise-sluttishly']
['slowly'];['slo)ly('];['/adv/'];['slo@wly'];['10'];['CCV1CCV'];['2'];['slopewise-sluttishly']
['slowness'];['slo)ni(ss'];['/n/'];['slo@wness'];['10'];['CCV1CCVCC'];['2'];['slopewise-sluttishly']
['sloworm'];['slo)wu(rm'];['/n/'];['slo@worm'];['10'];['CCV1CVCC'];['2'];['slopewise-sluttishly']
['slubber'];['slu(bbi(r'];['/v/'];['slu@bber'];['10'];['CCV1CCVC'];['2'];['slopewise-sluttishly']
['slubberdegullion'];['slu(bbi(rdee(gu(lyu(n'];['/n/'];['slu@bberdegullion'];['10000'];['CCV1CCVCCVCVCCVVC'];['5'];['slopewise-sluttishly']
['sludge'];['slu(dsh'];['/n/'];['sludge'];['0'];['CCVCCV'];['1'];['slopewise-sluttishly']
['slug'];['slu(g'];['/n/'];['slug'];['0'];['CCVC'];['1'];['slopewise-sluttishly']
['sluggard'];['slu(gi(rd'];['/n/'];['slu@ggard'];['10'];['CCV1CCVCC'];['2'];['slopewise-sluttishly']
['sluggardize'];['slu(gi(rdi)z'];['/v/'];['slu@ggardize'];['100'];['CCV1CCVCCVCV'];['3'];['slopewise-sluttishly']
['sluggish'];['slu(gi(sh'];['/adj/'];['slu@ggish'];['10'];['CCV1CCVCC'];['2'];['slopewise-sluttishly']
['sluggishly'];['slu(gi(shly('];['/adv/'];['slu@ggishly'];['100'];['CCV1CCVCCCV'];['3'];['slopewise-sluttishly']
['sluggishness'];['slu(gi(shni(ss'];['/n/'];['slu@ggishness'];['100'];['CCV1CCVCCCVCC'];['3'];['slopewise-sluttishly']
['sluice'];['sleuss'];['/n/v/'];['sluice'];['0'];['CCVVCV'];['1'];['slopewise-sluttishly']
['sluicy'];['sleussy('];['/adj/'];['slu@icy'];['10'];['CCV1VCV'];['2'];['slopewise-sluttishly']
['slumber'];['slu(mbi(r'];['/v/n/'];['slu@mber'];['10'];['CCV1CCVC'];['2'];['slopewise-sluttishly']
['slumberous'];['slu(mbi(ru(s'];['/adj/'];['slu@mberous'];['100'];['CCV1CCVCVVC'];['3'];['slopewise-sluttishly']
['slumbery'];['slu(mbi(ry('];['/adj/'];['slu@mbery'];['100'];['CCV1CCVCV'];['3'];['slopewise-sluttishly']
['slung'];['slu(ng'];['/ved/'];['slung'];['0'];['CCVCC'];['1'];['slopewise-sluttishly']
['slunk'];['slu(nk'];['/ved/'];['slunk'];['0'];['CCVCC'];['1'];['slopewise-sluttishly']
['slur'];['slu(r'];['/n/v/'];['slur'];['0'];['CCVC'];['1'];['slopewise-sluttishly']
['slut'];['slu(t'];['/n/'];['slut'];['0'];['CCVC'];['1'];['slopewise-sluttishly']
['slutterly'];['slu(ti(rly('];['//'];['slu@tterly'];['100'];['CCV1CCVCCV'];['3'];['slopewise-sluttishly']
['sluttish'];['slu(ti(sh'];['/adj/'];['slu@ttish'];['10'];['CCV1CCVCC'];['2'];['slopewise-sluttishly']
['sluttishly'];['slu(ti(shly('];['/adv/'];['slu@ttishly'];['100'];['CCV1CCVCCCV'];['3'];['slopewise-sluttishly']
['sluttishness'];['slu(ti(shni(ss'];['/n/'];['slu@ttishness'];['100'];['CCV1CCVCCCVCC'];['3'];['sluttishness-smithy']
['sly'];['sly)'];['/adj/'];['sly'];['0'];['CCV'];['1'];['sluttishness-smithy']
['slyly'];['sli)ly('];['/adv/'];['sly@ly'];['10'];['CCV1CV'];['2'];['sluttishness-smithy']
['smack'];['sma(k'];['/n/v/'];['smack'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['small'];['smaul'];['/adj/n/'];['small'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smallage'];['sma(li(dsh'];['/n/'];['sma@llage'];['10'];['CCV1CCVCV'];['2'];['sluttishness-smithy']
['smallcoal'];['smaulko)l'];['/adj/'];['sma@llcoal'];['10'];['CCV1CCCVVC'];['2'];['sluttishness-smithy']
['smallcraft'];['smaulkra(ft'];['/n/'];['sma@llcraft'];['10'];['CCV1CCCCVCC'];['2'];['sluttishness-smithy']
['smallpox'];['smaulpo(ks'];['/n/'];['smallpo@x'];['01'];['CCVCCCV1C'];['2'];['sluttishness-smithy']
['smally'];['smauly('];['/adv/'];['sma@lly'];['10'];['CCV1CCV'];['2'];['sluttishness-smithy']
['smalness'];['smaulni(ss'];['/n/'];['sma@lness'];['10'];['CCV1CCVCC'];['2'];['sluttishness-smithy']
['smalt'];['sma(lt'];['/n/'];['smalt'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smaragdine'];['smaira(gdi(n'];['/adj/'];['sma@ragdine'];['100'];['CCV1CVCCVCV'];['3'];['sluttishness-smithy']
['smart'];['sma%rt'];['/adj/n/v/'];['smart'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smartly'];['sma%rtly('];['/adv/'];['sma@rtly'];['10'];['CCV1CCCV'];['2'];['sluttishness-smithy']
['smartness'];['sma%rtni(ss'];['/n/'];['sma@rtness'];['10'];['CCV1CCCVCC'];['2'];['sluttishness-smithy']
['smatch'];['sma(tsh'];['/n/'];['smatch'];['0'];['CCVCCC'];['1'];['sluttishness-smithy']
['smatter'];['sma(tti(r'];['/v/'];['sma@tter'];['10'];['CCV1CCVC'];['2'];['sluttishness-smithy']
['smatterer'];['sma(ti(ri(r'];['/n/'];['sma@tterer'];['100'];['CCV1CCVCVC'];['3'];['sluttishness-smithy']
['smear'];['smeer'];['/v/'];['smear'];['0'];['CCVVC'];['1'];['sluttishness-smithy']
['smeary'];['smeery('];['/adj/'];['smea@ry'];['10'];['CCVV1CV'];['2'];['sluttishness-smithy']
['smegmatic'];['sme(gma(ti(k'];['/adj/n/'];['sme@gmatic'];['100'];['CCV1CCVCVC'];['3'];['sluttishness-smithy']
['smell'];['sme(ll'];['/n/v/'];['smell'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smeller'];['sme(lli(r'];['/n/'];['sme@ller'];['10'];['CCV1CCVC'];['2'];['sluttishness-smithy']
['smellfeast'];['sme(lfeest'];['/n/'];['sme@llfeast'];['10'];['CCV1CCCVVCC'];['2'];['sluttishness-smithy']
['smelt'];['sme(lt'];['/adj/n/'];['smelt'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smelter'];['sme(lti(r'];['/n/'];['sme@lter'];['10'];['CCV1CCVC'];['2'];['sluttishness-smithy']
['smerk'];['sme(rk'];['/adj/v/'];['smerk'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smerky'];['sme(rky('];['/adj/'];['sme@rky'];['10'];['CCV1CCV'];['2'];['sluttishness-smithy']
['smirk'];['smi(rk'];['/v/'];['smirk'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smerlin'];['sme(rli(n'];['/n/'];['sme@rlin'];['10'];['CCV1CCVC'];['2'];['sluttishness-smithy']
['smicket'];['smi(ki(t'];['/n/'];['smi@cket'];['10'];['CCV1CCVC'];['2'];['sluttishness-smithy']
['smile'];['smi)l'];['/n/v/'];['smile'];['0'];['CCVCV'];['1'];['sluttishness-smithy']
['smilingly'];['smi)li(ngly('];['/adv/'];['smi@lingly'];['100'];['CCV1CVCCCV'];['3'];['sluttishness-smithy']
['smirch'];['smi(rtsh'];['/v/'];['smirch'];['0'];['CCVCCC'];['1'];['sluttishness-smithy']
['smit'];['smi(t'];['/ved/'];['smit'];['0'];['CCVC'];['1'];['sluttishness-smithy']
['smite'];['smi)t'];['/v/'];['smite'];['0'];['CCVCV'];['1'];['sluttishness-smithy']
['smiter'];['smi)ti(r'];['/n/'];['smi@ter'];['10'];['CCV1CVC'];['2'];['sluttishness-smithy']
['smith'];['smi(th'];['/n/'];['smith'];['0'];['CCVCC'];['1'];['sluttishness-smithy']
['smithcraft'];['smi(thkra(ft'];['/n/'];['smi@thcraft'];['10'];['CCV1CCCCVCC'];['2'];['sluttishness-smithy']
['smithy'];['smi(thy('];['/n/'];['smi@thy'];['10'];['CCV1CCV'];['2'];['sluttishness-smithy']
['smitten'];['smi(tn'];['/adj/'];['smi@tten'];['10'];['CCV1CCVC'];['2'];['smitten-snapdragon']
['smock'];['smo(k'];['/n/'];['smock'];['0'];['CCVCC'];['1'];['smitten-snapdragon']
['smockfaced'];['smo(kfaissi(d'];['/adj/'];['smockfa@ced'];['010'];['CCVCCCV1CVC'];['3'];['smitten-snapdragon']
['smoke'];['smo)k'];['/n/v/'];['smoke'];['0'];['CCVCV'];['1'];['smitten-snapdragon']
['smoker'];['smo)ki(r'];['/n/'];['smo@ker'];['10'];['CCV1CVC'];['2'];['smitten-snapdragon']
['smokeless'];['smo)kli(ss'];['/adj/'];['smo@keless'];['100'];['CCV1CVCVCC'];['3'];['smitten-snapdragon']
['smoky'];['smo)ky('];['/adj/'];['smo@ky'];['10'];['CCV1CV'];['2'];['smitten-snapdragon']
['smooth'];['smooth'];['/adj/v/'];['smooth'];['0'];['CCVVCC'];['1'];['smitten-snapdragon']
['smoothen'];['smoothn'];['/v/'];['smoo@then'];['10'];['CCVV1CCVC'];['2'];['smitten-snapdragon']
['smoothfaced'];['smoothfaissi(d'];['/adj/'];['smoo@thfaced'];['100'];['CCVV1CCCVCVC'];['3'];['smitten-snapdragon']
['smoothly'];['smoothly('];['/adv/'];['smoo@thly'];['10'];['CCVV1CCCV'];['2'];['smitten-snapdragon']
['smoothness'];['smoothni(ss'];['/n/'];['smoo@thness'];['10'];['CCVV1CCCVCC'];['2'];['smitten-snapdragon']
['smote'];['smo)t'];['/ved/'];['smote'];['0'];['CCVCV'];['1'];['smitten-snapdragon']
['smother'];['smu(thi(r'];['/v/'];['smo@ther'];['10'];['CCV1CCVC'];['2'];['smitten-snapdragon']
['smouldering'];['smou*ldi(ri(ng'];['/adj/'];['smo@uldering'];['100'];['CCV1VCCVCVCC'];['3'];['smitten-snapdragon']
['smouldry'];['smou*ldry('];['/adj/'];['smo@uldry'];['10'];['CCV1VCCCV'];['2'];['smitten-snapdragon']
['smug'];['smu(g'];['/adj/v/'];['smug'];['0'];['CCVC'];['1'];['smitten-snapdragon']
['smuggle'];['smu(gl'];['/v/'];['smu@ggle'];['1'];['CCV1CCCV'];['1'];['smitten-snapdragon']
['smuggler'];['smu(gli(r'];['/n/'];['smu@ggler'];['10'];['CCV1CCCVC'];['2'];['smitten-snapdragon']
['smugly'];['smu(gly('];['/adv/'];['smu@gly'];['10'];['CCV1CCV'];['2'];['smitten-snapdragon']
['smugness'];['smu(gni(ss'];['/n/'];['smu@gness'];['10'];['CCV1CCVCC'];['2'];['smitten-snapdragon']
['smut'];['smu(t'];['/n/v/'];['smut'];['0'];['CCVC'];['1'];['smitten-snapdragon']
['smutch'];['smu(tsh'];['/v/'];['smutch'];['0'];['CCVCCC'];['1'];['smitten-snapdragon']
['smuttily'];['smu(tti(ly('];['/adv/'];['smu@ttily'];['100'];['CCV1CCVCV'];['3'];['smitten-snapdragon']
['smuttiness'];['smu(ti(ni(ss'];['/n/'];['smu@ttiness'];['100'];['CCV1CCVCVCC'];['3'];['smitten-snapdragon']
['smutty'];['smu(tty('];['/adj/'];['smu@tty'];['10'];['CCV1CCV'];['2'];['smitten-snapdragon']
['snack'];['sna(k'];['/n/'];['snack'];['0'];['CCVCC'];['1'];['smitten-snapdragon']
['snaffle'];['sna(fl'];['/v/n/'];['sna@ffle'];['1'];['CCV1CCCV'];['1'];['smitten-snapdragon']
['snag'];['sna(g'];['/n/'];['snag'];['0'];['CCVC'];['1'];['smitten-snapdragon']
['snagged'];['sna(gi(d'];['/adj/'];['sna@gged'];['10'];['CCV1CCVC'];['2'];['smitten-snapdragon']
['snaggy'];['sna(gy('];['/adj/'];['sna@ggy'];['10'];['CCV1CCV'];['2'];['smitten-snapdragon']
['snail'];['snail'];['/n/'];['snail'];['0'];['CCVVC'];['1'];['smitten-snapdragon']
['snail-claver'];['snailklaivi(r'];['/n/'];['sna@il-claver'];[];[];[];[]
['snake'];['snaik'];['/n/v/'];['snake'];['0'];['CCVCV'];['1'];['smitten-snapdragon']
['snakeroot'];['snaikroot'];['/n/'];['sna@keroot'];['10'];['CCV1CVCVVC'];['2'];['smitten-snapdragon']
['snakeshead iris'];['snaikshe(di)ri(s'];['/n/'];['sna@keshead iris'];[];[];[];[]
['snakeweed'];['snaikweed'];['/n/'];['sna@keweed'];['10'];['CCV1CVCVVC'];['2'];['smitten-snapdragon']
['snakewood'];['snaikwood'];['/n/'];['sna@kewood'];['10'];['CCV1CVCVVC'];['2'];['smitten-snapdragon']
['snaky'];['snaiky('];['/adj/'];['sna@ky'];['10'];['CCV1CV'];['2'];['smitten-snapdragon']
['snap'];['sna(p'];['/n/v/'];['snap'];['0'];['CCVC'];['1'];['smitten-snapdragon']
['snapdragon'];['sna(pdra(go(n'];['/n/'];['sna@pdragon'];['100'];['CCV1CCCVCVC'];['3'];['smitten-snapdragon']
['snapper'];['sna(ppi(r'];['/n/'];['sna@pper'];['10'];['CCV1CCVC'];['2'];['snapper-snouted']
['snappish'];['sna(pi(sh'];['/adj/'];['sna@ppish'];['10'];['CCV1CCVCC'];['2'];['snapper-snouted']
['snappishly'];['sna(pi(shly('];['/adv/'];['sna@ppishly'];['100'];['CCV1CCVCCCV'];['3'];['snapper-snouted']
['snapishness'];['sna(pi(shni(ss'];['/n/'];['sna@pishness'];['100'];['CCV1CVCCCVCC'];['3'];['snapper-snouted']
['snapsak'];['sna(psa(k'];['/n/'];['sna@psak'];['10'];['CCV1CCVC'];['2'];['snapper-snouted']
['snare'];['snair'];['/n/v/'];['snare'];['0'];['CCVCV'];['1'];['snapper-snouted']
['snarler'];['sna(rli(r'];['/n/'];['sna@rler'];['10'];['CCV1CCVC'];['2'];['snapper-snouted']
['snary'];['snairy('];['/adj/'];['sna@ry'];['10'];['CCV1CV'];['2'];['snapper-snouted']
['snast'];['sna(st'];['/n/v/'];['snast'];['0'];['CCVCC'];['1'];['snapper-snouted']
['snatch'];['sna(tsh'];['/n/v/'];['snatch'];['0'];['CCVCCC'];['1'];['snapper-snouted']
['snatcher'];['sna(tshi(r'];['/n/'];['sna@tcher'];['10'];['CCV1CCCVC'];['2'];['snapper-snouted']
['snatshingly'];['sna(tshi(ngly('];['/adv/'];['sna@tshingly'];['100'];['CCV1CCCVCCCV'];['3'];['snapper-snouted']
['sneak'];['sneek'];['/v/'];['sneak'];['0'];['CCVVC'];['1'];['snapper-snouted']
['sneaker'];['snee(ki(r'];['/n/'];['sne@aker'];['10'];['CCV1VCVC'];['2'];['snapper-snouted']
['sneaking'];['sneeki(ng'];['/n/adj/'];['sne@aking'];['10'];['CCV1VCVCC'];['2'];['snapper-snouted']
['sneakingly'];['sneeki(ngly('];['/adv/'];['sne@akingly'];['100'];['CCV1VCVCCCV'];['3'];['snapper-snouted']
['sneakup'];['sneeku(p'];['/n/'];['sne@akup'];['10'];['CCV1VCVC'];['2'];['snapper-snouted']
['sneap'];['sneep'];['/v/'];['sneap'];['0'];['CCVVC'];['1'];['snapper-snouted']
['sneer'];['sneer'];['/v/'];['sneer'];['0'];['CCVVC'];['1'];['snapper-snouted']
['sneeze'];['sneez'];['/v/'];['sneeze'];['0'];['CCVVCV'];['1'];['snapper-snouted']
['sneezewort'];['sneezwu(rt'];['/n/'];['snee@zewort'];['10'];['CCVV1CVCVCC'];['2'];['snapper-snouted']
['snet'];['sne(t'];['/n/'];['snet'];['0'];['CCVC'];['1'];['snapper-snouted']
['snib'];['sni(b'];['/n/v/'];['snib'];['0'];['CCVC'];['1'];['snapper-snouted']
['snick and snee'];['sni(k and snee'];['/n/'];['snick and snee'];[];[];[];[]
['snicker'];['sni(ki(r'];['/n/v/'];['sni@cker'];['10'];['CCV1CCVC'];['2'];['snapper-snouted']
['sniff'];['sni(f'];['/v/'];['sniff'];['0'];['CCVCC'];['1'];['snapper-snouted']
['sniggle'];['sni(gl'];['/n/v/'];['sni@ggle'];['1'];['CCV1CCCV'];['1'];['snapper-snouted']
['snip'];['sni(p'];['/n/v/'];['snip'];['0'];['CCVC'];['1'];['snapper-snouted']
['snipper'];['sni(ppi(r'];['/n/'];['sni@pper'];['10'];['CCV1CCVC'];['2'];['snapper-snouted']
['snippet'];['sni(pi(t'];['/n/'];['sni@ppet'];['10'];['CCV1CCVC'];['2'];['snapper-snouted']
['snipsnap'];['sni(psna(p'];['/n/'];['sni@psnap'];['10'];['CCV1CCCVC'];['2'];['snapper-snouted']
['snite'];['sni)t'];['/n/'];['snite'];['0'];['CCVCV'];['1'];['snapper-snouted']
['snivel'];['sni(vl'];['/n/v/'];['sni@vel'];['10'];['CCV1CVC'];['2'];['snapper-snouted']
['sniveller'];['sni(vli(r'];['/n/'];['sni@veller'];['100'];['CCV1CVCCVC'];['3'];['snapper-snouted']
['snore'];['sno)r'];['/v/'];['snore'];['0'];['CCVCV'];['1'];['snapper-snouted']
['snort'];['sno%rt'];['/v/'];['snort'];['0'];['CCVCC'];['1'];['snapper-snouted']
['snot'];['sno(t'];['/n/'];['snot'];['0'];['CCVC'];['1'];['snapper-snouted']
['snotty'];['sno(tty('];['/adj/'];['sno@tty'];['10'];['CCV1CCV'];['2'];['snapper-snouted']
['snout'];['snou*t'];['/n/'];['snout'];['0'];['CCVVC'];['1'];['snapper-snouted']
['snouted'];['snou*ti(d'];['/adj/'];['sno@uted'];['10'];['CCV1VCVC'];['2'];['snapper-snouted']
['snow'];['sno)'];['/n/v/'];['snow'];['0'];['CCVC'];['1'];['snow-sodomite']
['snowball'];['sno)bawl'];['/n/'];['sno@wball'];['10'];['CCV1CCVCC'];['2'];['snow-sodomite']
['snowbroth'];['sno)bro%th'];['/n/'];['sno@wbroth'];['10'];['CCV1CCCVCC'];['2'];['snow-sodomite']
['snowdrop'];['sno)dro(p'];['/n/'];['sno@wdrop'];['10'];['CCV1CCCVC'];['2'];['snow-sodomite']
['snow-white'];['sno)whi)t'];['/adj/'];['snow-white'];[];[];[];[]
['snowy'];['sno)y('];['/adj/'];['sno@wy'];['10'];['CCV1CV'];['2'];['snow-sodomite']
['snub'];['snu(b'];['/v/'];['snub'];['0'];['CCVC'];['1'];['snow-sodomite']
['snudge'];['snu(dsh'];['/n/v/'];['snudge'];['0'];['CCVCCV'];['1'];['snow-sodomite']
['snuff'];['snu(f'];['/n/v/'];['snuff'];['0'];['CCVCC'];['1'];['snow-sodomite']
['snuffbox'];['snu(fbo(ks'];['/n/'];['snu@ffbox'];['10'];['CCV1CCCVC'];['2'];['snow-sodomite']
['snuffers'];['snu(ffi(rs'];['/n/'];['snu@ffers'];['10'];['CCV1CCVCC'];['2'];['snow-sodomite']
['snuffle'];['snu(fl'];['/v/'];['snu@ffle'];['1'];['CCV1CCCV'];['1'];['snow-sodomite']
['snug'];['snu(g'];['/adj/v/'];['snug'];['0'];['CCVC'];['1'];['snow-sodomite']
['snuggle'];['snu(gl'];['/v/'];['snu@ggle'];['1'];['CCV1CCCV'];['1'];['snow-sodomite']
['so'];['so)'];['/adv/'];['so'];['0'];['CV'];['1'];['snow-sodomite']
['soak'];['so)k'];['/n/v/'];['soak'];['0'];['CVVC'];['1'];['snow-sodomite']
['soap'];['so)p'];['/n/v/'];['soap'];['0'];['CVVC'];['1'];['snow-sodomite']
['soapboiler'];['so)pboili(r'];['/n/'];['soapboi@ler'];['010'];['CVVCCVV1CVC'];['3'];['snow-sodomite']
['soapwort'];['so)pwu(rt'];['/n/'];['so@apwort'];['10'];['CV1VCCVCC'];['2'];['snow-sodomite']
['soar'];['so)r'];['/v/'];['soar'];['0'];['CVVC'];['1'];['snow-sodomite']
['sob'];['so(b'];['/n/v/'];['sob'];['0'];['CVC'];['1'];['snow-sodomite']
['sober'];['so)bi(r'];['/adj/v/'];['so@ber'];['10'];['CV1CVC'];['2'];['snow-sodomite']
['soberly'];['so)bi(rly('];['/adv/'];['so@berly'];['100'];['CV1CVCCV'];['3'];['snow-sodomite']
['soberness'];['so)bi(rni(ss'];['/n/'];['so@berness'];['100'];['CV1CVCCVCC'];['3'];['snow-sodomite']
['sobriety'];['so)bri)i(ty('];['/n/'];['sobri@ety'];['0100'];['CVCCV1VCV'];['4'];['snow-sodomite']
['soccage'];['so(ki(dsh'];['/n/'];['so@ccage'];['10'];['CV1CCVCV'];['2'];['snow-sodomite']
['sociable'];['so)shi(bl'];['/adj/'];['so@ciable'];['10'];['CV1CVVCCV'];['2'];['snow-sodomite']
['sociableness'];['so)shi(blni(ss'];['/n/'];['so@ciableness'];['100'];['CV1CVVCCVCVCC'];['3'];['snow-sodomite']
['sociably'];['so)shi(bly('];['/adv/'];['so@ciably'];['100'];['CV1CVVCCV'];['3'];['snow-sodomite']
['social'];['so)shi(l'];['/adj/'];['so@cial'];['10'];['CV1CVVC'];['2'];['snow-sodomite']
['socialness'];['so)shi(lni(ss'];['/n/'];['so@cialness'];['100'];['CV1CVVCCVCC'];['3'];['snow-sodomite']
['society'];['so)si)i(ty('];['/n/'];['soci@ety'];['0100'];['CVCV1VCV'];['4'];['snow-sodomite']
['sock'];['so(k'];['/n/'];['sock'];['0'];['CVCC'];['1'];['snow-sodomite']
['socket'];['so(ki(t'];['/n/'];['so@cket'];['10'];['CV1CCVC'];['2'];['snow-sodomite']
['socketchisel'];['so(ki(ttshi(zi(l'];['/n/'];['so@cketchisel'];['1000'];['CV1CCVCCCVCVC'];['4'];['snow-sodomite']
['socle'];['so)kl'];['/n/'];['so@cle'];['1'];['CV1CCV'];['1'];['snow-sodomite']
['socman'];['so(kma(n'];['/n/'];['so@cman'];['10'];['CV1CCVC'];['2'];['snow-sodomite']
['socome'];['so)ku(m'];['/n/'];['so@come'];['10'];['CV1CVCV'];['2'];['snow-sodomite']
['sod'];['so(d'];['/n/adj/'];['sod'];['0'];['CVC'];['1'];['snow-sodomite']
['sodality'];['so)da(li(ty('];['/n/'];['soda@lity'];['0100'];['CVCV1CVCV'];['4'];['snow-sodomite']
['sodomite'];['so(do(mi)t'];['/n/'];['so@domite'];['100'];['CV1CVCVCV'];['3'];['snow-sodomite']
['sodomitical'];['so(do(mi)ti(ki(l'];['/adj/'];['sodomi@tical'];['00100'];['CVCVCV1CVCVC'];['5'];['sodomitical-solicitor']
['sodomy'];['so(do(my('];['/n/'];['so@domy'];['100'];['CV1CVCV'];['3'];['sodomitical-solicitor']
['sodden'];['so(dn'];['/ved/'];['so@dden'];['10'];['CV1CCVC'];['2'];['sodomitical-solicitor']
['sofa'];['so)fa('];['/n/'];['so@fa'];['10'];['CV1CV'];['2'];['sodomitical-solicitor']
['soft'];['so%ft'];['/adj/n/'];['soft'];['0'];['CVCC'];['1'];['sodomitical-solicitor']
['soften'];['so%ftn'];['/v/'];['so@ften'];['10'];['CV1CCVC'];['2'];['sodomitical-solicitor']
['softly'];['so%ftly('];['/adv/'];['so@ftly'];['10'];['CV1CCCV'];['2'];['sodomitical-solicitor']
['softner'];['so%ftni(r'];['/n/'];['so@ftner'];['10'];['CV1CCCVC'];['2'];['sodomitical-solicitor']
['softness'];['so%ftni(ss'];['/n/'];['so@ftness'];['10'];['CV1CCCVCC'];['2'];['sodomitical-solicitor']
['soho'];['so(ho)'];['/interj/'];['soho@'];['01'];['CVCV1'];['2'];['sodomitical-solicitor']
['soil'];['soil'];['/n/v/'];['soil'];['0'];['CVVC'];['1'];['sodomitical-solicitor']
['soiliness'];['soili(ni(ss'];['/n/'];['soi@liness'];['100'];['CVV1CVCVCC'];['3'];['sodomitical-solicitor']
['soilure'];['soileur'];['/n/'];['soi@lure'];['10'];['CVV1CVCV'];['2'];['sodomitical-solicitor']
['sojourn'];['so)ju(rn'];['/v/n/'];['so@journ'];['10'];['CV1CVVCC'];['2'];['sodomitical-solicitor']
['sojourner'];['so)ju(rni(r'];['/n/'];['so@journer'];['100'];['CV1CVVCCVC'];['3'];['sodomitical-solicitor']
['solace'];['so(laiss'];['/n/v/'];['so@lace'];['10'];['CV1CVCV'];['2'];['sodomitical-solicitor']
['solander'];['so)la(ndi(r'];['/n/'];['sola@nder'];['010'];['CVCV1CCVC'];['3'];['sodomitical-solicitor']
['solar'];['so)li(r'];['/adj/n/'];['so@lar'];['10'];['CV1CVC'];['2'];['sodomitical-solicitor']
['solary'];['so)lairy('];['/adj/'];['so@lary'];['100'];['CV1CVCV'];['3'];['sodomitical-solicitor']
['sold'];['sou*ld'];['/adj/n/ved/'];['sold'];['0'];['CVCC'];['1'];['sodomitical-solicitor']
